Project_ID,Project_Name,Site_Location,Contractor_Name,Supplier_Name,Material_Category,Material_Description,PO_Number,PO_Date,Requested_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Budgeted_Cost,Cost_Variance,Cost_Variance_Pct,Currency,Lead_Time_Days,Risk_Level,Buyer
PRJ1935,Commercial Complex B,Larissa,Atlas Engineering Contractors,Helios Logistics Services,Steel,Metal frames,PO200338,2023-02-18,2023-02-08,2023-04-28,188,867.53,163095.64,149545.43,13550.21,9.06,EUR,79,Medium,Buyer D
PRJ1495,Commercial Complex B,Heraklion,Apex Construction Group,Delta Plumbing Materials,HVAC,Air handling units,PO200339,2024-05-26,2024-04-28,2024-07-23,94,1449.01,136206.94,133397.01,2809.93,2.11,EUR,86,Medium,Buyer C
PRJ1426,Metro Station Upgrade E,Athens,Atlas Engineering Contractors,Omega HVAC Equipment,Timber,Formwork timber,PO200340,2023-01-17,2023-01-10,2023-03-02,111,156.82,17407.02,18392.76,-985.74,-5.36,EUR,51,Low,Buyer C
PRJ1429,Office Building F,Patras,Delta Infrastructure Services,Nordic Timber Solutions,Concrete,Cement bags,PO200341,2023-06-21,2023-05-28,2023-07-12,90,64.45,5800.5,5553.98,246.52,4.44,EUR,45,Low,Buyer A
PRJ1982,Commercial Complex B,Athens,Apex Construction Group,Beta Steel Trading,Electrical,Electrical panels,PO200342,2023-08-08,2023-07-20,2023-08-25,415,262.15,108792.25,96345.67,12446.58,12.92,EUR,36,High,Buyer C
PRJ1249,Office Building F,Volos,Delta Infrastructure Services,Nordic Timber Solutions,HVAC,HVAC filters,PO200343,2023-06-07,2023-05-30,2023-07-01,198,2546.93,504292.14,478892.43,25399.71,5.3,EUR,32,Medium,Buyer C
PRJ1612,Hotel Renovation C,Thessaloniki,Orion Build Partners,Helios Logistics Services,Electrical,Cable trays,PO200344,2024-04-21,2024-04-08,2024-06-27,239,499.06,119275.34,114074.92,5200.42,4.56,EUR,80,Medium,Buyer A
PRJ1826,Office Building F,Larissa,Orion Build Partners,Helios Logistics Services,Concrete,Concrete additives,PO200345,2023-02-15,2023-02-02,2023-05-01,50,55.28,2764.0,2692.0,72.0,2.67,EUR,88,Medium,Buyer D
PRJ1771,Office Building F,Patras,Apex Construction Group,Nordic Timber Solutions,Plumbing,PVC pipes,PO200346,2024-01-08,2024-01-02,2024-01-28,429,87.05,37344.45,39698.44,-2353.99,-5.93,EUR,26,Low,Buyer B
PRJ1995,Office Building F,Thessaloniki,Helios Civil Works,Beta Steel Trading,Logistics,Material transport,PO200347,2024-06-01,2024-05-06,2024-08-15,364,2043.07,743677.48,772640.89,-28963.41,-3.75,EUR,101,High,Buyer A
PRJ1952,Commercial Complex B,Larissa,Orion Build Partners,Delta Plumbing Materials,HVAC,Air handling units,PO200348,2023-04-09,2023-04-05,2023-05-22,171,3256.47,556856.37,474674.24,82182.13,17.31,EUR,47,High,Buyer C
PRJ1202,Industrial Warehouse D,Volos,Atlas Engineering Contractors,Nordic Timber Solutions,Timber,Plywood sheets,PO200349,2023-02-06,2023-01-25,2023-03-14,146,85.79,12525.34,11677.57,847.77,7.26,EUR,48,Medium,Buyer B
PRJ1901,Office Building F,Volos,Atlas Engineering Contractors,Atlas Safety Equipment,Electrical,Cable trays,PO200350,2023-10-07,2023-09-18,2023-11-23,96,707.36,67906.56,72558.92,-4652.36,-6.41,EUR,66,Medium,Buyer D
PRJ1270,Residential Tower A,Thessaloniki,Apex Construction Group,Gamma Electrical Systems,Timber,Wood panels,PO200351,2023-12-15,2023-11-30,2023-12-30,251,220.96,55460.96,50321.93,5139.03,10.21,EUR,30,Medium,Buyer A
PRJ1030,Residential Tower A,Heraklion,Helios Civil Works,Omega HVAC Equipment,Safety Equipment,Protective gloves,PO200352,2024-05-11,2024-04-20,2024-07-28,125,32.61,4076.25,4133.06,-56.81,-1.37,EUR,99,High,Buyer A
PRJ1334,Hotel Renovation C,Heraklion,Helios Civil Works,Beta Steel Trading,Steel,Metal frames,PO200353,2023-10-29,2023-10-17,2024-01-19,494,670.8,331375.2,283318.42,48056.78,16.96,EUR,94,High,Buyer C
PRJ1576,Commercial Complex B,Heraklion,Apex Construction Group,Beta Steel Trading,Electrical,Electrical panels,PO200354,2023-06-30,2023-06-07,2023-09-27,214,695.08,148747.12,136764.43,11982.69,8.76,EUR,112,High,Buyer B
PRJ1656,Office Building F,Athens,Orion Build Partners,Gamma Electrical Systems,Electrical,Industrial cables,PO200355,2024-08-29,2024-08-11,2024-11-16,241,64.34,15505.94,16581.23,-1075.29,-6.48,EUR,97,High,Buyer C
PRJ1827,Hotel Renovation C,Patras,Orion Build Partners,Delta Plumbing Materials,Logistics,Material transport,PO200356,2023-04-09,2023-03-26,2023-05-25,188,944.56,177577.28,179931.88,-2354.6,-1.31,EUR,60,Low,Buyer B
PRJ1804,Industrial Warehouse D,Volos,Delta Infrastructure Services,Nordic Timber Solutions,Electrical,Cable trays,PO200357,2024-11-30,2024-11-11,2024-12-21,376,231.3,86968.8,76269.45,10699.35,14.03,EUR,40,High,Buyer B
PRJ1797,Hotel Renovation C,Heraklion,Orion Build Partners,Gamma Electrical Systems,Safety Equipment,Helmets,PO200358,2023-04-26,2023-04-10,2023-05-16,458,83.57,38275.06,41250.03,-2974.97,-7.21,EUR,36,Low,Buyer B
PRJ1831,Industrial Warehouse D,Thessaloniki,Helios Civil Works,Omega HVAC Equipment,HVAC,Ventilation ducts,PO200359,2023-07-10,2023-07-03,2023-09-16,27,3351.98,90503.46,96854.23,-6350.77,-6.56,EUR,75,Medium,Buyer D
PRJ1868,Office Building F,Heraklion,Orion Build Partners,Nordic Timber Solutions,Timber,Wood panels,PO200360,2023-09-10,2023-08-20,2023-10-29,471,213.1,100370.1,114703.93,-14333.83,-12.5,EUR,70,Medium,Buyer C
PRJ1288,Industrial Warehouse D,Thessaloniki,Helios Civil Works,Omega HVAC Equipment,Electrical,Industrial cables,PO200361,2023-06-10,2023-06-02,2023-07-03,70,643.86,45070.2,40217.59,4852.61,12.07,EUR,31,High,Buyer B
PRJ1649,Commercial Complex B,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,Electrical,Electrical panels,PO200362,2023-09-13,2023-08-20,2023-10-24,442,77.91,34436.22,29580.93,4855.29,16.41,EUR,65,High,Buyer C
PRJ1834,Hotel Renovation C,Heraklion,Helios Civil Works,Beta Steel Trading,Logistics,Crane service,PO200363,2023-11-19,2023-10-23,2023-12-28,341,1831.28,624466.48,618411.88,6054.6,0.98,EUR,66,Medium,Buyer D
PRJ1129,Hotel Renovation C,Larissa,Orion Build Partners,Nordic Timber Solutions,Logistics,Crane service,PO200364,2023-05-08,2023-04-20,2023-05-29,16,584.15,9346.4,9876.59,-530.19,-5.37,EUR,39,Low,Buyer C
PRJ1181,Commercial Complex B,Thessaloniki,Helios Civil Works,Helios Logistics Services,Steel,Metal frames,PO200365,2023-01-18,2022-12-30,2023-02-03,225,745.36,167706.0,175358.08,-7652.08,-4.36,EUR,35,Low,Buyer B
PRJ1795,Residential Tower A,Volos,Helios Civil Works,Alpha Cement Supplies,Electrical,Electrical panels,PO200366,2024-07-19,2024-06-29,2024-09-01,171,712.61,121856.31,109126.3,12730.01,11.67,EUR,64,Medium,Buyer D
PRJ1298,Residential Tower A,Larissa,Apex Construction Group,Atlas Safety Equipment,Timber,Formwork timber,PO200367,2024-07-23,2024-07-01,2024-08-26,166,64.01,10625.66,10511.12,114.54,1.09,EUR,56,Low,Buyer C
PRJ1336,Commercial Complex B,Thessaloniki,Apex Construction Group,Beta Steel Trading,HVAC,Air handling units,PO200368,2023-11-19,2023-11-04,2024-02-11,22,925.16,20353.52,17993.17,2360.35,13.12,EUR,99,High,Buyer D
PRJ1578,Residential Tower A,Patras,Orion Build Partners,Delta Plumbing Materials,Steel,Steel beams,PO200369,2024-11-16,2024-11-04,2025-02-01,352,1192.51,419763.52,417586.64,2176.88,0.52,EUR,89,Medium,Buyer C
PRJ1340,Metro Station Upgrade E,Larissa,Helios Civil Works,Atlas Safety Equipment,Steel,Steel beams,PO200370,2024-09-17,2024-08-21,2024-10-22,78,752.57,58700.46,60320.89,-1620.43,-2.69,EUR,62,Low,Buyer A
PRJ1685,Industrial Warehouse D,Volos,Delta Infrastructure Services,Delta Plumbing Materials,Steel,Rebar steel,PO200371,2023-10-15,2023-10-11,2023-11-02,128,1107.98,141821.44,156780.52,-14959.08,-9.54,EUR,22,Low,Buyer D
PRJ1123,Hotel Renovation C,Larissa,Orion Build Partners,Omega HVAC Equipment,Concrete,Concrete additives,PO200372,2024-10-24,2024-10-18,2024-12-12,148,186.75,27639.0,23502.37,4136.63,17.6,EUR,55,High,Buyer B
PRJ1711,Office Building F,Heraklion,Apex Construction Group,Alpha Cement Supplies,Safety Equipment,Safety barriers,PO200373,2024-09-30,2024-09-22,2024-12-21,396,47.52,18817.92,19137.33,-319.41,-1.67,EUR,90,Medium,Buyer C
PRJ1847,Hotel Renovation C,Athens,Delta Infrastructure Services,Nordic Timber Solutions,Plumbing,Water fittings,PO200374,2023-06-04,2023-05-20,2023-06-13,283,137.64,38952.12,42222.0,-3269.88,-7.74,EUR,24,Low,Buyer A
PRJ1724,Hotel Renovation C,Larissa,Apex Construction Group,Omega HVAC Equipment,Plumbing,Valves,PO200375,2024-05-04,2024-04-18,2024-07-30,438,51.15,22403.7,25054.54,-2650.84,-10.58,EUR,103,High,Buyer C
PRJ1641,Industrial Warehouse D,Heraklion,Atlas Engineering Contractors,Nordic Timber Solutions,Concrete,Concrete additives,PO200376,2024-01-21,2024-01-17,2024-02-16,429,186.22,79888.38,77249.66,2638.72,3.42,EUR,30,Low,Buyer B
PRJ1895,Commercial Complex B,Larissa,Apex Construction Group,Alpha Cement Supplies,Logistics,Crane service,PO200377,2023-04-14,2023-03-21,2023-07-02,218,327.82,71464.76,70688.96,775.8,1.1,EUR,103,High,Buyer A
PRJ1709,Hotel Renovation C,Heraklion,Orion Build Partners,Delta Plumbing Materials,Plumbing,PVC pipes,PO200378,2024-01-28,2024-01-18,2024-04-11,29,226.18,6559.22,7028.54,-469.32,-6.68,EUR,84,Medium,Buyer D
PRJ1653,Metro Station Upgrade E,Heraklion,Apex Construction Group,Atlas Safety Equipment,Concrete,Concrete additives,PO200379,2023-09-03,2023-08-28,2023-10-16,243,116.31,28263.33,29273.8,-1010.47,-3.45,EUR,49,Low,Buyer A
PRJ1026,Hotel Renovation C,Larissa,Orion Build Partners,Alpha Cement Supplies,HVAC,HVAC filters,PO200380,2023-06-25,2023-06-04,2023-08-11,456,917.58,418416.48,369216.3,49200.18,13.33,EUR,68,High,Buyer D
PRJ1411,Hotel Renovation C,Volos,Helios Civil Works,Gamma Electrical Systems,Safety Equipment,Protective gloves,PO200381,2023-02-08,2023-01-25,2023-04-04,207,68.06,14088.42,14670.73,-582.31,-3.97,EUR,69,Medium,Buyer D
PRJ1328,Hotel Renovation C,Heraklion,Atlas Engineering Contractors,Nordic Timber Solutions,Timber,Wood panels,PO200382,2024-04-21,2024-03-30,2024-06-10,230,181.77,41807.1,47790.09,-5982.99,-12.52,EUR,72,Medium,Buyer D
PRJ1046,Metro Station Upgrade E,Athens,Delta Infrastructure Services,Alpha Cement Supplies,Concrete,Ready-mix concrete,PO200383,2024-11-12,2024-10-15,2024-11-28,358,129.16,46239.28,51945.29,-5706.01,-10.98,EUR,44,Low,Buyer B
PRJ1634,Hotel Renovation C,Heraklion,Apex Construction Group,Nordic Timber Solutions,Timber,Wood panels,PO200384,2024-06-21,2024-05-30,2024-08-21,118,191.15,22555.7,23747.35,-1191.65,-5.02,EUR,83,Medium,Buyer C
PRJ1865,Industrial Warehouse D,Volos,Atlas Engineering Contractors,Atlas Safety Equipment,Steel,Rebar steel,PO200385,2024-02-12,2024-01-30,2024-03-15,367,670.05,245908.35,243453.8,2454.55,1.01,EUR,45,Low,Buyer C
PRJ1358,Commercial Complex B,Patras,Delta Infrastructure Services,Helios Logistics Services,Logistics,Crane service,PO200386,2024-06-08,2024-05-17,2024-07-12,93,1920.99,178652.07,204689.11,-26037.04,-12.72,EUR,56,Low,Buyer D
PRJ1169,Commercial Complex B,Thessaloniki,Apex Construction Group,Nordic Timber Solutions,Steel,Rebar steel,PO200387,2024-05-20,2024-04-25,2024-07-01,217,1261.3,273702.1,311026.79,-37324.69,-12.0,EUR,67,Medium,Buyer B
PRJ1644,Hotel Renovation C,Volos,Helios Civil Works,Delta Plumbing Materials,Timber,Wood panels,PO200388,2023-02-05,2023-02-02,2023-04-02,1,66.55,66.55,57.33,9.22,16.08,EUR,59,High,Buyer C
PRJ1946,Industrial Warehouse D,Patras,Atlas Engineering Contractors,Gamma Electrical Systems,Timber,Formwork timber,PO200389,2024-11-15,2024-11-04,2025-01-08,189,171.64,32439.96,35388.87,-2948.91,-8.33,EUR,65,Low,Buyer A
PRJ1529,Office Building F,Thessaloniki,Apex Construction Group,Delta Plumbing Materials,Steel,Steel beams,PO200390,2023-01-20,2023-01-02,2023-02-21,355,438.31,155600.05,160066.39,-4466.34,-2.79,EUR,50,Low,Buyer B
PRJ1255,Metro Station Upgrade E,Athens,Helios Civil Works,Beta Steel Trading,Timber,Plywood sheets,PO200391,2023-11-17,2023-11-13,2024-02-04,108,242.06,26142.48,24628.61,1513.87,6.15,EUR,83,Medium,Buyer B
PRJ1607,Office Building F,Larissa,Apex Construction Group,Beta Steel Trading,HVAC,Air handling units,PO200392,2024-05-26,2024-05-18,2024-06-05,44,667.64,29376.16,29519.66,-143.5,-0.49,EUR,18,Low,Buyer B
PRJ1759,Metro Station Upgrade E,Athens,Atlas Engineering Contractors,Atlas Safety Equipment,HVAC,Air handling units,PO200393,2024-02-04,2024-01-11,2024-02-20,350,628.78,220073.0,192748.66,27324.34,14.18,EUR,40,High,Buyer C
PRJ1722,Industrial Warehouse D,Volos,Delta Infrastructure Services,Beta Steel Trading,Steel,Rebar steel,PO200394,2024-10-15,2024-10-06,2024-12-10,373,429.42,160173.66,145243.09,14930.57,10.28,EUR,65,Medium,Buyer D
PRJ1022,Commercial Complex B,Heraklion,Helios Civil Works,Alpha Cement Supplies,Electrical,Industrial cables,PO200395,2024-04-15,2024-04-09,2024-04-30,379,460.68,174597.72,190300.17,-15702.45,-8.25,EUR,21,Low,Buyer A
PRJ1179,Residential Tower A,Athens,Helios Civil Works,Omega HVAC Equipment,HVAC,Ventilation ducts,PO200396,2023-05-23,2023-04-24,2023-07-21,144,3145.17,452904.48,441372.39,11532.09,2.61,EUR,88,Medium,Buyer D
PRJ1783,Metro Station Upgrade E,Patras,Atlas Engineering Contractors,Gamma Electrical Systems,HVAC,Ventilation ducts,PO200397,2023-04-02,2023-03-21,2023-06-14,53,2098.03,111195.59,116750.54,-5554.95,-4.76,EUR,85,Medium,Buyer D
PRJ1067,Commercial Complex B,Heraklion,Orion Build Partners,Gamma Electrical Systems,HVAC,Air handling units,PO200398,2023-12-20,2023-12-15,2024-03-12,6,1796.91,10781.46,12244.77,-1463.31,-11.95,EUR,88,Medium,Buyer C
PRJ1333,Metro Station Upgrade E,Athens,Helios Civil Works,Alpha Cement Supplies,HVAC,Ventilation ducts,PO200399,2024-12-27,2024-12-02,2025-01-08,16,2581.48,41303.68,42020.8,-717.12,-1.71,EUR,37,Low,Buyer D
PRJ1985,Commercial Complex B,Heraklion,Apex Construction Group,Alpha Cement Supplies,Concrete,Cement bags,PO200400,2023-02-20,2023-02-17,2023-04-09,266,174.87,46515.42,43677.22,2838.2,6.5,EUR,51,Medium,Buyer B
PRJ1427,Residential Tower A,Thessaloniki,Delta Infrastructure Services,Gamma Electrical Systems,Logistics,Crane service,PO200401,2024-10-26,2024-10-15,2025-01-16,420,992.14,416698.8,439739.86,-23041.06,-5.24,EUR,93,Medium,Buyer D
PRJ1232,Industrial Warehouse D,Heraklion,Apex Construction Group,Delta Plumbing Materials,Steel,Steel beams,PO200402,2024-11-28,2024-11-01,2025-01-30,92,967.76,89033.92,88757.31,276.61,0.31,EUR,90,Medium,Buyer A
PRJ1429,Metro Station Upgrade E,Larissa,Apex Construction Group,Delta Plumbing Materials,Steel,Steel beams,PO200403,2024-07-28,2024-06-30,2024-10-07,392,912.36,357645.12,316310.67,41334.45,13.07,EUR,99,High,Buyer B
PRJ1495,Metro Station Upgrade E,Thessaloniki,Apex Construction Group,Nordic Timber Solutions,Safety Equipment,Protective gloves,PO200404,2023-07-09,2023-07-05,2023-10-03,458,70.2,32151.6,36226.18,-4074.58,-11.25,EUR,90,Medium,Buyer C
PRJ1705,Hotel Renovation C,Patras,Atlas Engineering Contractors,Beta Steel Trading,Electrical,Industrial cables,PO200405,2023-05-05,2023-04-07,2023-07-01,238,696.59,165788.42,165284.61,503.81,0.3,EUR,85,Medium,Buyer D
PRJ1177,Metro Station Upgrade E,Thessaloniki,Atlas Engineering Contractors,Beta Steel Trading,Plumbing,Water fittings,PO200406,2023-05-30,2023-05-01,2023-08-02,289,261.77,75651.53,83967.67,-8316.14,-9.9,EUR,93,Medium,Buyer C
PRJ1540,Hotel Renovation C,Heraklion,Delta Infrastructure Services,Atlas Safety Equipment,Logistics,Site delivery service,PO200407,2023-11-10,2023-11-02,2024-02-02,333,1391.68,463429.44,402142.34,61287.1,15.24,EUR,92,High,Buyer C
PRJ1627,Hotel Renovation C,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Timber,Formwork timber,PO200408,2024-07-23,2024-06-25,2024-10-20,232,62.98,14611.36,13973.04,638.32,4.57,EUR,117,High,Buyer C
PRJ1883,Hotel Renovation C,Thessaloniki,Helios Civil Works,Helios Logistics Services,Safety Equipment,Protective gloves,PO200409,2023-12-08,2023-11-11,2024-01-02,103,73.12,7531.36,6876.37,654.99,9.53,EUR,52,Medium,Buyer B
PRJ1813,Metro Station Upgrade E,Athens,Orion Build Partners,Omega HVAC Equipment,Electrical,Electrical panels,PO200410,2023-11-01,2023-10-09,2023-11-14,109,329.17,35879.53,36021.34,-141.81,-0.39,EUR,36,Low,Buyer A
PRJ1249,Metro Station Upgrade E,Volos,Delta Infrastructure Services,Gamma Electrical Systems,Plumbing,Valves,PO200411,2024-11-22,2024-11-11,2024-12-13,450,105.41,47434.5,47380.98,53.52,0.11,EUR,32,Low,Buyer B
PRJ1241,Industrial Warehouse D,Larissa,Delta Infrastructure Services,Gamma Electrical Systems,Logistics,Crane service,PO200412,2024-11-12,2024-10-18,2024-11-19,373,1110.46,414201.58,429818.87,-15617.29,-3.63,EUR,32,Low,Buyer A
PRJ1738,Metro Station Upgrade E,Patras,Atlas Engineering Contractors,Alpha Cement Supplies,Plumbing,Valves,PO200413,2023-02-23,2023-02-08,2023-03-24,433,264.12,114363.96,127767.13,-13403.17,-10.49,EUR,44,Low,Buyer C
PRJ1402,Commercial Complex B,Athens,Delta Infrastructure Services,Omega HVAC Equipment,Concrete,Cement bags,PO200414,2024-03-19,2024-03-07,2024-03-24,403,65.97,26585.91,28904.4,-2318.49,-8.02,EUR,17,Low,Buyer A
PRJ1756,Commercial Complex B,Heraklion,Orion Build Partners,Omega HVAC Equipment,Steel,Rebar steel,PO200415,2024-09-04,2024-08-24,2024-11-17,48,520.77,24996.96,27041.74,-2044.78,-7.56,EUR,85,Medium,Buyer C
PRJ1143,Hotel Renovation C,Athens,Orion Build Partners,Omega HVAC Equipment,Safety Equipment,Protective gloves,PO200416,2023-09-21,2023-09-11,2023-09-29,9,41.88,376.92,350.46,26.46,7.55,EUR,18,Medium,Buyer A
PRJ1330,Metro Station Upgrade E,Athens,Atlas Engineering Contractors,Helios Logistics Services,Plumbing,Water fittings,PO200417,2023-02-22,2023-02-02,2023-05-16,111,213.33,23679.63,27209.9,-3530.27,-12.97,EUR,103,High,Buyer B
PRJ1376,Metro Station Upgrade E,Heraklion,Delta Infrastructure Services,Beta Steel Trading,Logistics,Material transport,PO200418,2024-07-25,2024-07-02,2024-08-07,267,629.27,168015.09,186115.95,-18100.86,-9.73,EUR,36,Low,Buyer D
PRJ1853,Metro Station Upgrade E,Volos,Helios Civil Works,Gamma Electrical Systems,Safety Equipment,Helmets,PO200419,2024-09-11,2024-08-18,2024-09-17,312,276.36,86224.32,42765.0,43459.32,101.62,EUR,30,High,Buyer C
PRJ1013,Commercial Complex B,Heraklion,Helios Civil Works,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200420,2023-01-05,2022-12-16,2023-02-09,276,110.88,30602.88,14626.96,15975.92,109.22,EUR,55,High,Buyer C
PRJ1956,Hotel Renovation C,Volos,Apex Construction Group,Delta Plumbing Materials,Steel,Metal frames,PO200421,2023-04-13,2023-03-31,2023-07-08,374,595.48,222709.52,215913.35,6796.17,3.15,EUR,99,High,Buyer A
PRJ1542,Hotel Renovation C,Athens,Apex Construction Group,Helios Logistics Services,Plumbing,Water fittings,PO200422,2023-07-15,2023-07-10,2023-09-12,183,62.59,11453.97,11940.43,-486.46,-4.07,EUR,64,Low,Buyer B
PRJ1703,Metro Station Upgrade E,Larissa,Atlas Engineering Contractors,Beta Steel Trading,Logistics,Crane service,PO200423,2023-12-16,2023-12-06,2024-02-09,210,833.86,175110.6,194836.21,-19725.61,-10.12,EUR,65,Low,Buyer D
PRJ1849,Office Building F,Patras,Helios Civil Works,Nordic Timber Solutions,Concrete,Concrete additives,PO200424,2023-02-16,2023-01-21,2023-02-26,402,174.4,70108.8,66567.26,3541.54,5.32,EUR,36,Medium,Buyer B
PRJ1021,Office Building F,Volos,Atlas Engineering Contractors,Helios Logistics Services,Steel,Metal frames,PO200425,2024-10-17,2024-10-12,2024-11-18,75,1142.08,85656.0,97280.89,-11624.89,-11.95,EUR,37,Low,Buyer D
PRJ1708,Hotel Renovation C,Patras,Atlas Engineering Contractors,Atlas Safety Equipment,Logistics,Material transport,PO200426,2023-09-26,2023-09-17,2023-11-28,393,2075.16,815537.88,713261.05,102276.83,14.34,EUR,72,High,Buyer D
PRJ1123,Hotel Renovation C,Thessaloniki,Delta Infrastructure Services,Alpha Cement Supplies,Safety Equipment,Safety barriers,PO200427,2024-01-05,2024-01-02,2024-02-05,219,31.02,6793.38,6170.84,622.54,10.09,EUR,34,Medium,Buyer C
PRJ1224,Hotel Renovation C,Heraklion,Atlas Engineering Contractors,Delta Plumbing Materials,Plumbing,Valves,PO200428,2024-09-27,2024-09-16,2024-11-07,187,208.14,38922.18,42760.4,-3838.22,-8.98,EUR,52,Low,Buyer C
PRJ1718,Commercial Complex B,Volos,Atlas Engineering Contractors,Nordic Timber Solutions,Logistics,Crane service,PO200429,2023-04-16,2023-03-28,2023-06-20,380,1521.78,578276.4,562277.46,15998.94,2.85,EUR,84,Medium,Buyer D
PRJ1488,Metro Station Upgrade E,Volos,Orion Build Partners,Alpha Cement Supplies,Safety Equipment,Helmets,PO200430,2024-10-31,2024-10-14,2024-11-12,387,89.64,34690.68,30863.83,3826.85,12.4,EUR,29,High,Buyer A
PRJ1967,Metro Station Upgrade E,Larissa,Apex Construction Group,Atlas Safety Equipment,Steel,Steel beams,PO200431,2024-10-20,2024-10-03,2024-12-25,236,826.45,195042.2,175584.39,19457.81,11.08,EUR,83,Medium,Buyer D
PRJ1340,Metro Station Upgrade E,Larissa,Delta Infrastructure Services,Atlas Safety Equipment,Electrical,Industrial cables,PO200432,2024-10-18,2024-10-14,2024-12-15,209,397.82,83144.38,83894.24,-749.86,-0.89,EUR,62,Low,Buyer A
PRJ1130,Industrial Warehouse D,Larissa,Helios Civil Works,Atlas Safety Equipment,Logistics,Crane service,PO200433,2023-04-30,2023-04-02,2023-06-23,128,972.27,124450.56,115364.94,9085.62,7.88,EUR,82,Medium,Buyer A
PRJ1713,Metro Station Upgrade E,Thessaloniki,Apex Construction Group,Beta Steel Trading,Safety Equipment,Helmets,PO200434,2024-08-26,2024-08-19,2024-11-07,148,5.63,833.24,850.93,-17.69,-2.08,EUR,80,Medium,Buyer C
PRJ1609,Commercial Complex B,Athens,Apex Construction Group,Alpha Cement Supplies,Plumbing,PVC pipes,PO200435,2023-02-27,2023-02-03,2023-05-06,278,253.49,70470.22,75393.11,-4922.89,-6.53,EUR,92,Medium,Buyer B
PRJ1700,Office Building F,Volos,Helios Civil Works,Nordic Timber Solutions,Electrical,Electrical panels,PO200436,2023-12-12,2023-11-13,2024-01-28,32,533.09,17058.88,18335.12,-1276.24,-6.96,EUR,76,Medium,Buyer B
PRJ1171,Metro Station Upgrade E,Thessaloniki,Apex Construction Group,Nordic Timber Solutions,Logistics,Crane service,PO200437,2024-04-18,2024-03-30,2024-06-17,13,372.2,4838.6,5185.66,-347.06,-6.69,EUR,79,Medium,Buyer C
PRJ1618,Office Building F,Volos,Helios Civil Works,Alpha Cement Supplies,Timber,Formwork timber,PO200438,2023-04-27,2023-03-30,2023-05-31,354,135.53,47977.62,47736.27,241.35,0.51,EUR,62,Low,Buyer A
PRJ1435,Hotel Renovation C,Volos,Orion Build Partners,Helios Logistics Services,Plumbing,Water fittings,PO200439,2023-05-07,2023-04-14,2023-06-09,474,117.95,55908.3,54289.44,1618.86,2.98,EUR,56,Low,Buyer B
PRJ1982,Residential Tower A,Heraklion,Atlas Engineering Contractors,Atlas Safety Equipment,Logistics,Crane service,PO200440,2024-01-28,2024-01-04,2024-04-06,241,476.98,114952.18,104086.45,10865.73,10.44,EUR,93,Medium,Buyer A
PRJ1543,Office Building F,Thessaloniki,Helios Civil Works,Alpha Cement Supplies,Timber,Formwork timber,PO200441,2024-10-02,2024-09-10,2024-12-20,126,150.58,18973.08,16735.02,2238.06,13.37,EUR,101,High,Buyer B
PRJ1940,Commercial Complex B,Patras,Helios Civil Works,Omega HVAC Equipment,Safety Equipment,Helmets,PO200442,2023-02-27,2023-02-11,2023-05-21,440,19.31,8496.4,7537.61,958.79,12.72,EUR,99,High,Buyer D
PRJ1492,Hotel Renovation C,Larissa,Helios Civil Works,Helios Logistics Services,HVAC,Air handling units,PO200443,2024-09-25,2024-09-18,2024-12-08,321,3612.48,1159606.08,1284720.16,-125114.08,-9.74,EUR,81,Medium,Buyer D
PRJ1327,Industrial Warehouse D,Thessaloniki,Delta Infrastructure Services,Delta Plumbing Materials,Steel,Steel beams,PO200444,2024-05-27,2024-05-14,2024-08-03,273,1166.95,318577.35,289830.81,28746.54,9.92,EUR,81,Medium,Buyer B
PRJ1838,Office Building F,Athens,Orion Build Partners,Alpha Cement Supplies,Logistics,Crane service,PO200445,2023-04-06,2023-03-16,2023-06-20,2,509.37,1018.74,1019.76,-1.02,-0.1,EUR,96,High,Buyer C
PRJ1410,Metro Station Upgrade E,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,HVAC,Air handling units,PO200446,2024-09-29,2024-09-21,2024-11-30,211,1785.67,376776.37,324759.92,52016.45,16.02,EUR,70,High,Buyer C
PRJ1848,Office Building F,Volos,Delta Infrastructure Services,Beta Steel Trading,Plumbing,Water fittings,PO200447,2023-04-28,2023-03-30,2023-06-26,185,222.04,41077.4,45133.6,-4056.2,-8.99,EUR,88,Medium,Buyer C
PRJ1032,Commercial Complex B,Patras,Apex Construction Group,Alpha Cement Supplies,Electrical,Cable trays,PO200448,2024-07-13,2024-07-09,2024-08-15,97,753.83,73121.51,81621.2,-8499.69,-10.41,EUR,37,Low,Buyer B
PRJ1126,Industrial Warehouse D,Athens,Apex Construction Group,Beta Steel Trading,Plumbing,Water fittings,PO200449,2024-08-23,2024-08-14,2024-09-02,10,68.45,684.5,749.06,-64.56,-8.62,EUR,19,Low,Buyer C
PRJ1574,Hotel Renovation C,Heraklion,Apex Construction Group,Helios Logistics Services,Safety Equipment,Safety barriers,PO200450,2024-05-02,2024-04-11,2024-06-17,448,122.83,55027.84,55458.42,-430.58,-0.78,EUR,67,Medium,Buyer C
